"ENSEMBL","GENETYPE","SYMBOL","ENTREZID"
"ENSG00000275629","protein-coding","KIR3DL2","3812"
"ENSG00000278442","protein-coding","KIR3DL2","3812"
"ENSG00000277709","protein-coding","KIR3DL2","3812"
"ENSG00000275416","protein-coding","KIR3DL2","3812"
"ENSG00000273911","protein-coding","KIR3DL2","3812"
"ENSG00000276424","protein-coding","KIR3DL2","3812"
"ENSG00000276739","protein-coding","KIR3DL2","3812"
"ENSG00000278361","protein-coding","KIR3DL2","3812"
"ENSG00000276357","protein-coding","KIR3DL2","3812"
"ENSG00000278707","protein-coding","KIR3DL2","3812"
"ENSG00000275838","protein-coding","KIR3DL2","3812"
"ENSG00000275566","protein-coding","KIR3DL2","3812"
"ENSG00000277181","protein-coding","KIR3DL2","3812"
"ENSG00000283719","protein-coding","KIR3DS1","3813"
"ENSG00000284111","protein-coding","KIR3DS1","3813"
"ENSG00000283889","protein-coding","KIR3DS1","3813"
"ENSG00000274465","protein-coding","KIR3DS1","3813"
"ENSG00000275037","protein-coding","KIR3DS1","3813"
"ENSG00000275608","protein-coding","KIR3DS1","3813"
"ENSG00000276534","protein-coding","KIR3DS1","3813"
"ENSG00000276498","protein-coding","KIR3DS1","3813"
"ENSG00000274283","protein-coding","KIR3DS1","3813"
"ENSG00000275434","protein-coding","KIR3DS1","3813"
"ENSG00000170498","protein-coding","KISS1","3814"
"ENSG00000157404","protein-coding","KIT","3815"
"ENSG00000167748","protein-coding","KLK1","3816"
"ENSG00000167751","protein-coding","KLK2","3817"
"ENSG00000164344","protein-coding","KLKB1","3818"
"ENSG00000111796","protein-coding","KLRB1","3820"
"ENSG00000134545","protein-coding","KLRC1","3821"
"ENSG00000205809","protein-coding","KLRC2","3822"
"ENSG00000205810","protein-coding","KLRC3","3823"
"ENSG00000134539","protein-coding","KLRD1","3824"
"ENSG00000113889","protein-coding","KNG1","3827"
"ENSG00000126214","protein-coding","KLC1","3831"
"ENSG00000138160","protein-coding","KIF11","3832"
"ENSG00000237649","protein-coding","KIFC1","3833"
"ENSG00000233450","protein-coding","KIFC1","3833"
"ENSG00000056678","protein-coding","KIFC1","3833"
"ENSG00000204197","protein-coding","KIFC1","3833"
"ENSG00000125337","protein-coding","KIF25","3834"
"ENSG00000079616","protein-coding","KIF22","3835"
"ENSG00000114030","protein-coding","KPNA1","3836"
"ENSG00000108424","protein-coding","KPNB1","3837"
"ENSG00000182481","protein-coding","KPNA2","3838"
"ENSG00000102753","protein-coding","KPNA3","3839"
"ENSG00000186432","protein-coding","KPNA4","3840"
"ENSG00000196911","protein-coding","KPNA5","3841"
"ENSG00000083312","protein-coding","TNPO1","3842"
"ENSG00000065150","protein-coding","IPO5","3843"
"ENSG00000133703","protein-coding","KRAS","3845"
"ENSG00000254997","protein-coding","KRTAP5-9","3846"
"ENSG00000167768","protein-coding","KRT1","3848"
"ENSG00000172867","protein-coding","KRT2","3849"
"ENSG00000186442","protein-coding","KRT3","3850"
"ENSG00000170477","protein-coding","KRT4","3851"
"ENSG00000186081","protein-coding","KRT5","3852"
"ENSG00000205420","protein-coding","KRT6A","3853"
"ENSG00000185479","protein-coding","KRT6B","3854"
"ENSG00000135480","protein-coding","KRT7","3855"
"ENSG00000170421","protein-coding","KRT8","3856"
"ENSG00000171403","protein-coding","KRT9","3857"
"ENSG00000186395","protein-coding","KRT10","3858"
"ENSG00000187242","protein-coding","KRT12","3859"
"ENSG00000263243","protein-coding","KRT12","3859"
"ENSG00000171401","protein-coding","KRT13","3860"
"ENSG00000186847","protein-coding","KRT14","3861"
"ENSG00000171346","protein-coding","KRT15","3866"
"ENSG00000186832","protein-coding","KRT16","3868"
"ENSG00000128422","protein-coding","KRT17","3872"
"ENSG00000111057","protein-coding","KRT18","3875"
"ENSG00000215089","pseudo","KRT18P11","3876"
"ENSG00000228666","pseudo","KRT18P1","3879"
"ENSG00000171345","protein-coding","KRT19","3880"
"ENSG00000094796","protein-coding","KRT31","3881"
"ENSG00000292029","protein-coding","KRT31","3881"
"ENSG00000262993","protein-coding","KRT31","3881"
"ENSG00000108759","protein-coding","KRT32","3882"
"ENSG00000006059","protein-coding","KRT33A","3883"
"ENSG00000292027","protein-coding","KRT33A","3883"
"ENSG00000261986","protein-coding","KRT33A","3883"
"ENSG00000131738","protein-coding","KRT33B","3884"
"ENSG00000292028","protein-coding","KRT33B","3884"
"ENSG00000263012","protein-coding","KRT33B","3884"
"ENSG00000131737","protein-coding","KRT34","3885"
"ENSG00000292033","protein-coding","KRT34","3885"
"ENSG00000262045","protein-coding","KRT34","3885"
"ENSG00000197079","protein-coding","KRT35","3886"
"ENSG00000205426","protein-coding","KRT81","3887"
"ENSG00000161850","protein-coding","KRT82","3888"
"ENSG00000170523","protein-coding","KRT83","3889"
"ENSG00000161849","protein-coding","KRT84","3890"
"ENSG00000135443","protein-coding","KRT85","3891"
"ENSG00000170442","protein-coding","KRT86","3892"
"ENSG00000126777","protein-coding","KTN1","3895"
"ENSG00000198910","protein-coding","L1CAM","3897"
"ENSG00000159166","protein-coding","LAD1","3898"
"ENSG00000144218","protein-coding","AFF3","3899"
"ENSG00000089692","protein-coding","LAG3","3902"
"ENSG00000167613","protein-coding","LAIR1","3903"
"ENSG00000278154","protein-coding","LAIR1","3903"
"ENSG00000276163","protein-coding","LAIR1","3903"
"ENSG00000274110","protein-coding","LAIR1","3903"
"ENSG00000276053","protein-coding","LAIR1","3903"
"ENSG00000167618","protein-coding","LAIR2","3904"
"ENSG00000274084","protein-coding","LAIR2","3904"
"ENSG00000275819","protein-coding","LAIR2","3904"
"ENSG00000277335","protein-coding","LAIR2","3904"
"ENSG00000167531","protein-coding","LALBA","3906"
"ENSG00000196569","protein-coding","LAMA2","3908"
"ENSG00000053747","protein-coding","LAMA3","3909"
"ENSG00000112769","protein-coding","LAMA4","3910"
"ENSG00000130702","protein-coding","LAMA5","3911"
"ENSG00000091136","protein-coding","LAMB1","3912"
"ENSG00000172037","protein-coding","LAMB2","3913"
"ENSG00000196878","protein-coding","LAMB3","3914"
"ENSG00000135862","protein-coding","LAMC1","3915"
"ENSG00000185896","protein-coding","LAMP1","3916"
"ENSG00000058085","protein-coding","LAMC2","3918"
"ENSG00000005893","protein-coding","LAMP2","3920"
"ENSG00000168028","protein-coding","RPSA","3921"
"ENSG00000233924","pseudo","RPSAP13","3923"
"ENSG00000233984","pseudo","RPSAP14","3924"
"ENSG00000117632","protein-coding","STMN1","3925"
"ENSG00000002834","protein-coding","LASP1","3927"
"ENSG00000129988","protein-coding","LBP","3929"
"ENSG00000143815","protein-coding","LBR","3930"
"ENSG00000213398","protein-coding","LCAT","3931"
"ENSG00000182866","protein-coding","LCK","3932"
"ENSG00000160349","protein-coding","LCN1","3933"
"ENSG00000281430","protein-coding","LCN1","3933"
"ENSG00000204031","protein-coding","LCN1","3933"
"ENSG00000148346","protein-coding","LCN2","3934"
"ENSG00000136167","protein-coding","LCP1","3936"
"ENSG00000043462","protein-coding","LCP2","3937"
"ENSG00000115850","protein-coding","LCT","3938"
"ENSG00000134333","protein-coding","LDHA","3939"
"ENSG00000288299","protein-coding","LDHA","3939"
"ENSG00000111716","protein-coding","LDHB","3945"
"ENSG00000166796","protein-coding","LDHC","3948"
"ENSG00000130164","protein-coding","LDLR","3949"
"ENSG00000145826","protein-coding","LECT2","3950"
"ENSG00000174697","protein-coding","LEP","3952"
"ENSG00000116678","protein-coding","LEPR","3953"
"ENSG00000168924","protein-coding","LETM1","3954"
"ENSG00000106003","protein-coding","LFNG","3955"
"ENSG00000100097","protein-coding","LGALS1","3956"
"ENSG00000100079","protein-coding","LGALS2","3957"
"ENSG00000131981","protein-coding","LGALS3","3958"
"ENSG00000108679","protein-coding","LGALS3BP","3959"
"ENSG00000171747","protein-coding","LGALS4","3960"
"ENSG00000282992","protein-coding","LGALS4","3960"
"ENSG00000205076","protein-coding","LGALS7","3963"
"ENSG00000205076","protein-coding","LGALS7B","653499"
"ENSG00000282902","protein-coding","LGALS7","3963"
"ENSG00000282902","protein-coding","LGALS7B","653499"
"ENSG00000283082","protein-coding","LGALS7","3963"
"ENSG00000283082","protein-coding","LGALS7B","653499"
"ENSG00000178934","protein-coding","LGALS7","3963"
"ENSG00000178934","protein-coding","LGALS7B","653499"
"ENSG00000116977","protein-coding","LGALS8","3964"
"ENSG00000168961","protein-coding","LGALS9","3965"
"ENSG00000104826","protein-coding","LHB","3972"
"ENSG00000138039","protein-coding","LHCGR","3973"
"ENSG00000273706","protein-coding","LHX1","3975"
"ENSG00000274577","protein-coding","LHX1","3975"
"ENSG00000128342","protein-coding","LIF","3976"
"ENSG00000113594","protein-coding","LIFR","3977"
"ENSG00000105486","protein-coding","LIG1","3978"
"ENSG00000005156","protein-coding","LIG3","3980"
"ENSG00000174405","protein-coding","LIG4","3981"
"ENSG00000105370","protein-coding","LIM2","3982"
"ENSG00000099204","protein-coding","ABLIM1","3983"
"ENSG00000106683","protein-coding","LIMK1","3984"
"ENSG00000182541","protein-coding","LIMK2","3985"
"ENSG00000169756","protein-coding","LIMS1","3987"
"ENSG00000107798","protein-coding","LIPA","3988"
"ENSG00000166035","protein-coding","LIPC","3990"
"ENSG00000079435","protein-coding","LIPE","3991"
"ENSG00000149485","protein-coding","FADS1","3992"
"ENSG00000073350","protein-coding","LLGL2","3993"
"ENSG00000221968","protein-coding","FADS3","3995"
"ENSG00000131899","protein-coding","LLGL1","3996"
"ENSG00000074695","protein-coding","LMAN1","3998"
"ENSG00000160789","protein-coding","LMNA","4000"
"ENSG00000113368","protein-coding","LMNB1","4001"
"ENSG00000166407","protein-coding","LMO1","4004"
"ENSG00000135363","protein-coding","LMO2","4005"
"ENSG00000012211","protein-coding","PRICKLE3","4007"
"ENSG00000136153","protein-coding","LMO7","4008"
"ENSG00000162761","protein-coding","LMX1A","4009"
"ENSG00000136944","protein-coding","LMX1B","4010"
"ENSG00000113441","protein-coding","LNPEP","4012"
"ENSG00000110002","protein-coding","VWA5A","4013"
"ENSG00000203782","protein-coding","LORICRIN","4014"
"ENSG00000113083","protein-coding","LOX","4015"
"ENSG00000129038","protein-coding","LOXL1","4016"
"ENSG00000134013","protein-coding","LOXL2","4017"
"ENSG00000198670","protein-coding","LPA","4018"
"ENSG00000175445","protein-coding","LPL","4023"
"ENSG00000167419","protein-coding","LPO","4025"
"ENSG00000145012","protein-coding","LPP","4026"
"ENSG00000118308","protein-coding","IRAG2","4033"
"ENSG00000077454","protein-coding","LRCH4","4034"
"ENSG00000123384","protein-coding","LRP1","4035"
"ENSG00000081479","protein-coding","LRP2","4036"
"ENSG00000130881","protein-coding","LRP3","4037"
"ENSG00000134569","protein-coding","LRP4","4038"
"ENSG00000070018","protein-coding","LRP6","4040"
"ENSG00000281324","protein-coding","LRP6","4040"
"ENSG00000162337","protein-coding","LRP5","4041"
"ENSG00000163956","protein-coding","LRPAP1","4043"
"ENSG00000185565","protein-coding","LSAMP","4045"
"ENSG00000130592","protein-coding","LSP1","4046"
"ENSG00000288199","protein-coding","LSP1","4046"
"ENSG00000160285","protein-coding","LSS","4047"
"ENSG00000281289","protein-coding","LSS","4047"
"ENSG00000111144","protein-coding","LTA4H","4048"
"ENSG00000226979","protein-coding","LTA","4049"
"ENSG00000230279","protein-coding","LTA","4049"
"ENSG00000238130","protein-coding","LTA","4049"
"ENSG00000231408","protein-coding","LTA","4049"
"ENSG00000226275","protein-coding","LTA","4049"
"ENSG00000223919","protein-coding","LTA","4049"
"ENSG00000173503","protein-coding","LTA","4049"
"ENSG00000227507","protein-coding","LTB","4050"
"ENSG00000231314","protein-coding","LTB","4050"
"ENSG00000223448","protein-coding","LTB","4050"
"ENSG00000204487","protein-coding","LTB","4050"
"ENSG00000238114","protein-coding","LTB","4050"
"ENSG00000236237","protein-coding","LTB","4050"
"ENSG00000236925","protein-coding","LTB","4050"
"ENSG00000206437","protein-coding","LTB","4050"
"ENSG00000186529","protein-coding","CYP4F3","4051"
"ENSG00000049323","protein-coding","LTBP1","4052"
"ENSG00000119681","protein-coding","LTBP2","4053"
"ENSG00000168056","protein-coding","LTBP3","4054"
"ENSG00000111321","protein-coding","LTBR","4055"
"ENSG00000213316","protein-coding","LTC4S","4056"
"ENSG00000283887","protein-coding","LTC4S","4056"
"ENSG00000012223","protein-coding","LTF","4057"
"ENSG00000062524","protein-coding","LTK","4058"
"ENSG00000187244","protein-coding","BCAM","4059"
"ENSG00000139329","protein-coding","LUM","4060"
"ENSG00000160932","protein-coding","LY6E","4061"
"ENSG00000278032","protein-coding","LY6E","4061"
"ENSG00000176956","protein-coding","LY6H","4062"
"ENSG00000274488","protein-coding","LY6H","4062"
"ENSG00000122224","protein-coding","LY9","4063"
"ENSG00000134061","protein-coding","CD180","4064"
"ENSG00000054219","protein-coding","LY75","4065"
"ENSG00000104903","protein-coding","LYL1","4066"
"ENSG00000254087","protein-coding","LYN","4067"
"ENSG00000183918","protein-coding","SH2D1A","4068"
"ENSG00000090382","protein-coding","LYZ","4069"
"ENSG00000184292","protein-coding","TACSTD2","4070"
"ENSG00000169908","protein-coding","TM4SF1","4071"
"ENSG00000119888","protein-coding","EPCAM","4072"
"ENSG00000003056","protein-coding","M6PR","4074"
"ENSG00000135387","protein-coding","CAPRIN1","4076"
"ENSG00000188554","protein-coding","NBR1","4077"
"ENSG00000180660","protein-coding","MAB21L1","4081"
"ENSG00000277443","protein-coding","MARCKS","4082"
"ENSG00000059728","protein-coding","MXD1","4084"
"ENSG00000164109","protein-coding","MAD2L1","4085"
"ENSG00000170365","protein-coding","SMAD1","4086"
"ENSG00000175387","protein-coding","SMAD2","4087"
"ENSG00000166949","protein-coding","SMAD3","4088"
"ENSG00000141646","protein-coding","SMAD4","4089"
"ENSG00000113658","protein-coding","SMAD5","4090"
"ENSG00000137834","protein-coding","SMAD6","4091"
"ENSG00000101665","protein-coding","SMAD7","4092"
"ENSG00000120693","protein-coding","SMAD9","4093"
"ENSG00000178573","protein-coding","MAF","4094"
"ENSG00000197063","protein-coding","MAFG","4097"
"ENSG00000105695","protein-coding","MAG","4099"
"ENSG00000198681","protein-coding","MAGEA1","4100"
"ENSG00000268606","protein-coding","MAGEA2","4101"
"ENSG00000183305","protein-coding","MAGEA2","4101"
"ENSG00000183305","protein-coding","MAGEA2B","266740"
"ENSG00000292187","protein-coding","MAGEA2","4101"
"ENSG00000292187","protein-coding","MAGEA2B","266740"
"ENSG00000221867","protein-coding","MAGEA3","4102"
"ENSG00000221867","protein-coding","MAGEA6","4105"
"ENSG00000197172","protein-coding","MAGEA3","4102"
"ENSG00000197172","protein-coding","MAGEA6","4105"
"ENSG00000292186","protein-coding","MAGEA3","4102"
"ENSG00000292186","protein-coding","MAGEA6","4105"
"ENSG00000292195","protein-coding","MAGEA3","4102"
"ENSG00000292195","protein-coding","MAGEA6","4105"
"ENSG00000147381","protein-coding","MAGEA4","4103"
"ENSG00000156009","protein-coding","MAGEA8","4107"
"ENSG00000123584","protein-coding","MAGEA9","4108"
"ENSG00000123584","protein-coding","MAGEA9B","728269"
"ENSG00000267978","protein-coding","MAGEA9","4108"
"ENSG00000267978","protein-coding","MAGEA9B","728269"
"ENSG00000124260","protein-coding","MAGEA10","4109"
"ENSG00000185247","protein-coding","MAGEA11","4110"
"ENSG00000213401","protein-coding","MAGEA12","4111"
"ENSG00000292189","protein-coding","MAGEA12","4111"
"ENSG00000214107","protein-coding","MAGEB1","4112"
"ENSG00000099399","protein-coding","MAGEB2","4113"
"ENSG00000198798","protein-coding","MAGEB3","4114"
"ENSG00000120289","protein-coding","MAGEB4","4115"
"ENSG00000162385","protein-coding","MAGOH","4116"
"ENSG00000111837","protein-coding","MAK","4117"
"ENSG00000172005","protein-coding","MAL","4118"
"ENSG00000111885","protein-coding","MAN1A1","4121"
"ENSG00000196547","protein-coding","MAN2A2","4122"
"ENSG00000140400","protein-coding","MAN2C1","4123"
"ENSG00000112893","protein-coding","MAN2A1","4124"
"ENSG00000104774","protein-coding","MAN2B1","4125"
"ENSG00000109323","protein-coding","MANBA","4126"
"ENSG00000189221","protein-coding","MAOA","4128"
"ENSG00000069535","protein-coding","MAOB","4129"
"ENSG00000166963","protein-coding","MAP1A","4130"
"ENSG00000131711","protein-coding","MAP1B","4131"
"ENSG00000078018","protein-coding","MAP2","4133"
"ENSG00000047849","protein-coding","MAP4","4134"
"ENSG00000171533","protein-coding","MAP6","4135"
"ENSG00000186868","protein-coding","MAPT","4137"
"ENSG00000276155","protein-coding","MAPT","4137"
"ENSG00000277956","protein-coding","MAPT","4137"
"ENSG00000116141","protein-coding","MARK1","4139"
"ENSG00000075413","protein-coding","MARK3","4140"
"ENSG00000166986","protein-coding","MARS1","4141"
"ENSG00000130368","protein-coding","MAS1","4142"
"ENSG00000151224","protein-coding","MAT1A","4143"
"ENSG00000168906","protein-coding","MAT2A","4144"
"ENSG00000007264","protein-coding","MATK","4145"
"ENSG00000162510","protein-coding","MATN1","4146"
"ENSG00000132561","protein-coding","MATN2","4147"
"ENSG00000132031","protein-coding","MATN3","4148"
"ENSG00000125952","protein-coding","MAX","4149"
"ENSG00000103495","protein-coding","MAZ","4150"
"ENSG00000198125","protein-coding","MB","4151"
"ENSG00000141644","protein-coding","MBD1","4152"
"ENSG00000165471","protein-coding","MBL2","4153"
"ENSG00000152601","protein-coding","MBNL1","4154"
"ENSG00000197971","protein-coding","MBP","4155"
"ENSG00000258839","protein-coding","MC1R","4157"
"ENSG00000185231","protein-coding","MC2R","4158"
"ENSG00000124089","protein-coding","MC3R","4159"
"ENSG00000166603","protein-coding","MC4R","4160"
"ENSG00000176136","protein-coding","MC5R","4161"
"ENSG00000076706","protein-coding","MCAM","4162"
"ENSG00000171444","protein-coding","MCC","4163"
"ENSG00000183196","protein-coding","CHST6","4166"
"ENSG00000101977","protein-coding","MCF2","4168"
"ENSG00000143384","protein-coding","MCL1","4170"
"ENSG00000143384","ncRNA","ADAMTSL4-AS1","574406"
"ENSG00000073111","protein-coding","MCM2","4171"
"ENSG00000112118","protein-coding","MCM3","4172"
"ENSG00000104738","protein-coding","MCM4","4173"
"ENSG00000100297","protein-coding","MCM5","4174"
"ENSG00000076003","protein-coding","MCM6","4175"
"ENSG00000166508","protein-coding","MCM7","4176"
"ENSG00000117335","protein-coding","CD46","4179"
"ENSG00000244703","pseudo","CD46P1","4182"
"ENSG00000163206","protein-coding","SMCP","4184"
"ENSG00000073670","protein-coding","ADAM11","4185"
"ENSG00000112559","protein-coding","MDFI","4188"
"ENSG00000128590","protein-coding","DNAJB9","4189"
"ENSG00000014641","protein-coding","MDH1","4190"
"ENSG00000146701","protein-coding","MDH2","4191"
"ENSG00000110492","protein-coding","MDK","4192"
"ENSG00000135679","protein-coding","MDM2","4193"
"ENSG00000198625","protein-coding","MDM4","4194"
"ENSG00000065833","protein-coding","ME1","4199"
"ENSG00000082212","protein-coding","ME2","4200"
"ENSG00000124733","protein-coding","MEA1","4201"
"ENSG00000169057","protein-coding","MECP2","4204"
"ENSG00000068305","protein-coding","MEF2A","4205"
"ENSG00000213999","protein-coding","BORCS8-MEF2B","4207"
"ENSG00000213999","protein-coding","MEF2B","100271849"
"ENSG00000081189","protein-coding","MEF2C","4208"
"ENSG00000116604","protein-coding","MEF2D","4209"
"ENSG00000291761","protein-coding","MEF2D","4209"
"ENSG00000103313","protein-coding","MEFV","4210"
"ENSG00000143995","protein-coding","MEIS1","4211"
"ENSG00000134138","protein-coding","MEIS2","4212"
"ENSG00000095015","protein-coding","MAP3K1","4214"
"ENSG00000198909","protein-coding","MAP3K3","4215"
"ENSG00000085511","protein-coding","MAP3K4","4216"
"ENSG00000197442","protein-coding","MAP3K5","4217"
"ENSG00000167461","protein-coding","RAB8A","4218"
"ENSG00000133895","protein-coding","MEN1","4221"
"ENSG00000005102","protein-coding","MEOX1","4222"
"ENSG00000106511","protein-coding","MEOX2","4223"
"ENSG00000112818","protein-coding","MEP1A","4224"
"ENSG00000141434","protein-coding","MEP1B","4225"
"ENSG00000106484","protein-coding","MEST","4232"
"ENSG00000105976","protein-coding","MET","4233"
"ENSG00000037897","protein-coding","METTL1","4234"
"ENSG00000140259","protein-coding","MFAP1","4236"
"ENSG00000117122","protein-coding","MFAP2","4237"
"ENSG00000037749","protein-coding","MFAP3","4238"
"ENSG00000166482","protein-coding","MFAP4","4239"
"ENSG00000140545","protein-coding","MFGE8","4240"
"ENSG00000163975","protein-coding","MELTF","4241"
"ENSG00000100060","protein-coding","MFNG","4242"
"ENSG00000131446","protein-coding","MGAT1","4245"
"ENSG00000124939","protein-coding","SCGB2A1","4246"
"ENSG00000168282","protein-coding","MGAT2","4247"
"ENSG00000128268","protein-coding","MGAT3","4248"
"ENSG00000152127","protein-coding","MGAT5","4249"
"ENSG00000110484","protein-coding","SCGB2A2","4250"
"ENSG00000150527","protein-coding","MIA2","4253"
"ENSG00000049130","protein-coding","KITLG","4254"
"ENSG00000170430","protein-coding","MGMT","4255"
"ENSG00000111341","protein-coding","MGP","4256"
"ENSG00000008394","protein-coding","MGST1","4257"
"ENSG00000085871","protein-coding","MGST2","4258"
"ENSG00000143198","protein-coding","MGST3","4259"
"ENSG00000179583","protein-coding","CIITA","4261"
"ENSG00000002586","protein-coding","CD99","4267"
"ENSG00000292348","protein-coding","CD99","4267"
"ENSG00000204516","protein-coding","MICB","4277"
"ENSG00000231179","protein-coding","MICB","4277"
"ENSG00000234218","protein-coding","MICB","4277"
"ENSG00000227772","protein-coding","MICB","4277"
"ENSG00000231372","protein-coding","MICB","4277"
"ENSG00000224378","protein-coding","MICB","4277"
"ENSG00000238289","protein-coding","MICB","4277"
"ENSG00000206449","protein-coding","MICB","4277"
"ENSG00000101871","protein-coding","MID1","4281"
"ENSG00000240972","protein-coding","MIF","4282"
"ENSG00000276701","protein-coding","MIF","4282"
"ENSG00000138755","protein-coding","CXCL9","4283"
"ENSG00000135517","protein-coding","MIP","4284"
"ENSG00000027001","protein-coding","MIPEP","4285"
"ENSG00000187098","protein-coding","MITF","4286"
"ENSG00000066427","protein-coding","ATXN3","4287"
"ENSG00000148773","protein-coding","MKI67","4288"
"ENSG00000128585","protein-coding","MKLN1","4289"
"ENSG00000178053","protein-coding","MLF1","4291"
"ENSG00000076242","protein-coding","MLH1","4292"
"ENSG00000006432","protein-coding","MAP3K9","4293"
"ENSG00000130758","protein-coding","MAP3K10","4294"
"ENSG00000096395","protein-coding","MLN","4295"
"ENSG00000173327","protein-coding","MAP3K11","4296"
"ENSG00000118058","protein-coding","KMT2A","4297"
"ENSG00000130382","protein-coding","MLLT1","4298"
"ENSG00000172493","protein-coding","AFF1","4299"
"ENSG00000171843","protein-coding","MLLT3","4300"
"ENSG00000130396","protein-coding","AFDN","4301"
"ENSG00000275023","protein-coding","MLLT6","4302"
"ENSG00000275851","protein-coding","MLLT6","4302"
"ENSG00000184481","protein-coding","FOXO4","4303"
"ENSG00000151623","protein-coding","NR3C2","4306"
"ENSG00000134160","protein-coding","TRPM1","4308"
"ENSG00000274965","protein-coding","TRPM1","4308"
"ENSG00000196549","protein-coding","MME","4311"
"ENSG00000196611","protein-coding","MMP1","4312"
"ENSG00000087245","protein-coding","MMP2","4313"
"ENSG00000149968","protein-coding","MMP3","4314"
"ENSG00000137673","protein-coding","MMP7","4316"
"ENSG00000118113","protein-coding","MMP8","4317"
"ENSG00000100985","protein-coding","MMP9","4318"
"ENSG00000166670","protein-coding","MMP10","4319"
"ENSG00000099953","protein-coding","MMP11","4320"
"ENSG00000275365","protein-coding","MMP11","4320"
"ENSG00000262406","protein-coding","MMP12","4321"
"ENSG00000137745","protein-coding","MMP13","4322"
"ENSG00000157227","protein-coding","MMP14","4323"
"ENSG00000102996","protein-coding","MMP15","4324"
"ENSG00000156103","protein-coding","MMP16","4325"
"ENSG00000198598","protein-coding","MMP17","4326"
"ENSG00000123342","protein-coding","MMP19","4327"
"ENSG00000119711","protein-coding","ALDH6A1","4329"
"ENSG00000169184","protein-coding","MN1","4330"
"ENSG00000020426","protein-coding","MNAT1","4331"
"ENSG00000163563","protein-coding","MNDA","4332"
"ENSG00000070444","protein-coding","MNT","4335"
"ENSG00000168314","protein-coding","MOBP","4336"
"ENSG00000124615","protein-coding","MOCS1","4337"
"ENSG00000164172","protein-coding","MOCS2","4338"
"ENSG00000204655","protein-coding","MOG","4340"
"ENSG00000234096","protein-coding","MOG","4340"
"ENSG00000230885","protein-coding","MOG","4340"
"ENSG00000236561","protein-coding","MOG","4340"
"ENSG00000237834","protein-coding","MOG","4340"
"ENSG00000232641","protein-coding","MOG","4340"
"ENSG00000234623","protein-coding","MOG","4340"
"ENSG00000137345","protein-coding","MOG","4340"
"ENSG00000172680","protein-coding","MOS","4342"
"ENSG00000155363","protein-coding","MOV10","4343"
"ENSG00000091972","protein-coding","CD200","4345"
"ENSG00000103152","protein-coding","MPG","4350"
"ENSG00000178802","protein-coding","MPI","4351"
"ENSG00000117400","protein-coding","MPL","4352"
"ENSG00000005381","protein-coding","MPO","4353"
"ENSG00000130830","protein-coding","MPP1","4354"
"ENSG00000108852","protein-coding","MPP2","4355"
"ENSG00000161647","protein-coding","MPP3","4356"
"ENSG00000128309","protein-coding","MPST","4357"
"ENSG00000115204","protein-coding","MPV17","4358"
"ENSG00000158887","protein-coding","MPZ","4359"
"ENSG00000260314","protein-coding","MRC1","4360"
"ENSG00000020922","protein-coding","MRE11","4361"
"ENSG00000103222","protein-coding","ABCC1","4363"
"ENSG00000278183","protein-coding","ABCC1","4363"
"ENSG00000128641","protein-coding","MYO1B","4430"
"ENSG00000125931","protein-coding","CITED1","4435"
"ENSG00000095002","protein-coding","MSH2","4436"
"ENSG00000113318","protein-coding","MSH3","4437"
"ENSG00000057468","protein-coding","MSH4","4438"
"ENSG00000204410","protein-coding","MSH5","4439"
"ENSG00000233345","protein-coding","MSH5","4439"
"ENSG00000235222","protein-coding","MSH5","4439"
"ENSG00000237333","protein-coding","MSH5","4439"
"ENSG00000230961","protein-coding","MSH5","4439"
"ENSG00000230293","protein-coding","MSH5","4439"
"ENSG00000227314","protein-coding","MSH5","4439"
"ENSG00000235569","protein-coding","MSH5","4439"
"ENSG00000135097","protein-coding","MSI1","4440"
"ENSG00000263639","protein-coding","MSMB","4477"
"ENSG00000147065","protein-coding","MSN","4478"
"ENSG00000038945","protein-coding","MSR1","4481"
"ENSG00000175806","protein-coding","MSRA","4482"
"ENSG00000285250","protein-coding","MSRA","4482"
"ENSG00000173531","protein-coding","MST1","4485"
"ENSG00000164078","protein-coding","MST1R","4486"
"ENSG00000163132","protein-coding","MSX1","4487"
"ENSG00000120149","protein-coding","MSX2","4488"
"ENSG00000205362","protein-coding","MT1A","4489"
"ENSG00000169688","protein-coding","MT1B","4490"
"ENSG00000169715","protein-coding","MT1E","4493"
"ENSG00000198417","protein-coding","MT1F","4494"
"ENSG00000125144","protein-coding","MT1G","4495"
"ENSG00000205358","protein-coding","MT1H","4496"
"ENSG00000290662","pseudo","MT1JP","4498"
"ENSG00000205364","protein-coding","MT1M","4499"
"ENSG00000291105","pseudo","MT1L","4500"
"ENSG00000187193","protein-coding","MT1X","4501"
"ENSG00000125148","protein-coding","MT2A","4502"
"ENSG00000087250","protein-coding","MT3","4504"
"ENSG00000099810","protein-coding","MTAP","4507"
"ENSG00000198899","protein-coding","ATP6","4508"
"ENSG00000228253","protein-coding","ATP8","4509"
"ENSG00000198804","protein-coding","COX1","4512"
"ENSG00000198712","protein-coding","COX2","4513"
"ENSG00000198938","protein-coding","COX3","4514"
"ENSG00000214827","protein-coding","MTCP1","4515"
"ENSG00000198727","protein-coding","CYTB","4519"
"ENSG00000188786","protein-coding","MTF1","4520"
"ENSG00000106268","protein-coding","NUDT1","4521"
"ENSG00000100714","protein-coding","MTHFD1","4522"
