"ENSEMBL","GENETYPE","SYMBOL","ENTREZID"
"ENSG00000288387","rRNA","LOC124907341","124907341"
"ENSG00000288387","rRNA","LOC124907342","124907342"
"ENSG00000288387","rRNA","LOC124907343","124907343"
"ENSG00000288387","rRNA","LOC124907439","124907439"
"ENSG00000288387","rRNA","LOC124907440","124907440"
"ENSG00000288387","rRNA","LOC124907450","124907450"
"ENSG00000288387","rRNA","LOC124907458","124907458"
"ENSG00000288387","rRNA","LOC124907467","124907467"
"ENSG00000288387","rRNA","LOC124907475","124907475"
"ENSG00000288387","rRNA","LOC124907476","124907476"
"ENSG00000288387","rRNA","LOC124907477","124907477"
"ENSG00000288387","rRNA","LOC124907478","124907478"
"ENSG00000288387","rRNA","LOC124907479","124907479"
"ENSG00000288387","rRNA","LOC124907480","124907480"
"ENSG00000288387","rRNA","LOC124907481","124907481"
"ENSG00000288387","rRNA","LOC124907482","124907482"
"ENSG00000288387","rRNA","LOC124907483","124907483"
"ENSG00000288387","rRNA","LOC124907484","124907484"
"ENSG00000288387","rRNA","LOC124907572","124907572"
"ENSG00000288387","rRNA","LOC124907573","124907573"
"ENSG00000288387","rRNA","LOC124907574","124907574"
"ENSG00000288387","rRNA","LOC124907575","124907575"
"ENSG00000288387","rRNA","LOC124907576","124907576"
"ENSG00000288387","rRNA","LOC124907577","124907577"
"ENSG00000288387","rRNA","LOC124907578","124907578"
"ENSG00000288387","rRNA","LOC124907579","124907579"
"ENSG00000288387","rRNA","LOC124907580","124907580"
"ENSG00000288387","rRNA","LOC124907581","124907581"
"ENSG00000288387","rRNA","LOC124907584","124907584"
"ENSG00000288387","rRNA","LOC124907585","124907585"
"ENSG00000288387","rRNA","LOC124907586","124907586"
"ENSG00000288387","rRNA","LOC124907587","124907587"
"ENSG00000288387","rRNA","LOC124907588","124907588"
"ENSG00000288387","rRNA","LOC124907589","124907589"
"ENSG00000288387","rRNA","LOC124907590","124907590"
"ENSG00000288387","rRNA","LOC124907591","124907591"
"ENSG00000288387","rRNA","LOC124907592","124907592"
"ENSG00000288387","rRNA","LOC124907593","124907593"
"ENSG00000288387","rRNA","LOC124907594","124907594"
"ENSG00000288387","rRNA","LOC124907595","124907595"
"ENSG00000288387","rRNA","LOC124907596","124907596"
"ENSG00000288387","rRNA","LOC124907597","124907597"
"ENSG00000288387","rRNA","LOC124907598","124907598"
"ENSG00000288387","rRNA","LOC124907600","124907600"
"ENSG00000288387","rRNA","LOC124907611","124907611"
"ENSG00000288387","rRNA","LOC124907622","124907622"
"ENSG00000288387","rRNA","LOC124907633","124907633"
"ENSG00000288387","rRNA","LOC124907644","124907644"
"ENSG00000288387","rRNA","LOC124907655","124907655"
"ENSG00000288387","rRNA","LOC124907662","124907662"
"ENSG00000288387","rRNA","LOC124907673","124907673"
"ENSG00000288387","rRNA","LOC124907684","124907684"
"ENSG00000288387","rRNA","LOC124907694","124907694"
"ENSG00000288387","rRNA","LOC124907705","124907705"
"ENSG00000288387","rRNA","LOC124907709","124907709"
"ENSG00000288387","rRNA","LOC124907710","124907710"
"ENSG00000288387","rRNA","LOC124907711","124907711"
"ENSG00000288387","rRNA","LOC124907712","124907712"
"ENSG00000288387","rRNA","LOC124907713","124907713"
"ENSG00000288387","rRNA","LOC124907714","124907714"
"ENSG00000288387","rRNA","LOC124907715","124907715"
"ENSG00000288387","rRNA","LOC124907716","124907716"
"ENSG00000288387","rRNA","LOC124907717","124907717"
"ENSG00000288387","rRNA","LOC124907718","124907718"
"ENSG00000288387","rRNA","LOC124907719","124907719"
"ENSG00000288387","rRNA","LOC124907720","124907720"
"ENSG00000288387","rRNA","LOC124907721","124907721"
"ENSG00000288387","rRNA","LOC124908237","124908237"
"ENSG00000288387","rRNA","LOC124908238","124908238"
"ENSG00000288387","rRNA","LOC124908239","124908239"
"ENSG00000288387","rRNA","LOC124908240","124908240"
"ENSG00000288387","rRNA","LOC124908241","124908241"
"ENSG00000288387","rRNA","LOC124908242","124908242"
"ENSG00000288387","rRNA","LOC124908243","124908243"
"ENSG00000288387","rRNA","LOC124908244","124908244"
"ENSG00000288387","rRNA","LOC124908245","124908245"
"ENSG00000288387","rRNA","LOC124908246","124908246"
"ENSG00000288387","rRNA","LOC124908247","124908247"
"ENSG00000288387","rRNA","LOC124908248","124908248"
"ENSG00000288387","rRNA","LOC124908249","124908249"
"ENSG00000288387","rRNA","LOC124908257","124908257"
"ENSG00000288387","rRNA","LOC124908268","124908268"
"ENSG00000288387","rRNA","LOC124908278","124908278"
"ENSG00000288387","rRNA","LOC124908289","124908289"
"ENSG00000288387","rRNA","LOC124908300","124908300"
"ENSG00000288387","rRNA","LOC124908310","124908310"
"ENSG00000288387","rRNA","LOC124908316","124908316"
"ENSG00000288387","rRNA","LOC124908327","124908327"
"ENSG00000288387","rRNA","LOC124908336","124908336"
"ENSG00000288387","rRNA","LOC124908347","124908347"
"ENSG00000288387","rRNA","LOC124908358","124908358"
"ENSG00000288387","rRNA","LOC124908368","124908368"
"ENSG00000288387","rRNA","LOC124908369","124908369"
"ENSG00000288387","rRNA","LOC124908370","124908370"
"ENSG00000288387","rRNA","LOC124908371","124908371"
"ENSG00000288387","rRNA","LOC124908372","124908372"
"ENSG00000288387","rRNA","LOC124908373","124908373"
"ENSG00000288387","rRNA","LOC124908374","124908374"
"ENSG00000288387","rRNA","LOC124908375","124908375"
"ENSG00000288387","rRNA","LOC124908376","124908376"
"ENSG00000288387","rRNA","LOC124908377","124908377"
"ENSG00000288387","rRNA","LOC124908378","124908378"
"ENSG00000288387","rRNA","LOC124908379","124908379"
"ENSG00000288387","rRNA","LOC124908380","124908380"
"ENSG00000288387","rRNA","LOC124908381","124908381"
"ENSG00000288387","rRNA","LOC124908382","124908382"
"ENSG00000288387","rRNA","LOC124908383","124908383"
"ENSG00000288387","rRNA","LOC124908384","124908384"
"ENSG00000288387","rRNA","LOC124908385","124908385"
"ENSG00000288387","rRNA","LOC124908386","124908386"
"ENSG00000288387","rRNA","LOC124908387","124908387"
"ENSG00000288387","rRNA","LOC124908388","124908388"
"ENSG00000288387","rRNA","LOC124908389","124908389"
"ENSG00000288387","rRNA","LOC124908390","124908390"
"ENSG00000288387","rRNA","LOC124908391","124908391"
"ENSG00000288387","rRNA","LOC124908392","124908392"
"ENSG00000288387","rRNA","LOC124908393","124908393"
"ENSG00000288387","rRNA","LOC124908474","124908474"
"ENSG00000288387","rRNA","LOC124908494","124908494"
"ENSG00000288387","rRNA","LOC124908504","124908504"
"ENSG00000288387","rRNA","LOC124908512","124908512"
"ENSG00000288387","rRNA","LOC124908513","124908513"
"ENSG00000288387","rRNA","LOC124908514","124908514"
"ENSG00000288387","rRNA","LOC124908515","124908515"
"ENSG00000288387","rRNA","LOC124908516","124908516"
"ENSG00000288387","rRNA","LOC124908517","124908517"
"ENSG00000288387","rRNA","LOC124908518","124908518"
"ENSG00000288387","rRNA","LOC124908519","124908519"
"ENSG00000288387","rRNA","LOC124908520","124908520"
"ENSG00000288387","rRNA","LOC124908521","124908521"
"ENSG00000288387","rRNA","LOC124908522","124908522"
"ENSG00000288387","rRNA","LOC124908523","124908523"
"ENSG00000288387","rRNA","LOC124908524","124908524"
"ENSG00000288387","rRNA","LOC124908525","124908525"
"ENSG00000288387","rRNA","LOC124908527","124908527"
"ENSG00000277739","pseudo","RNA5-8SP10","109910384"
"ENSG00000277739","rRNA","LOC124907114","124907114"
"ENSG00000277739","rRNA","LOC124907115","124907115"
"ENSG00000277739","rRNA","LOC124907116","124907116"
"ENSG00000277739","rRNA","LOC124907117","124907117"
"ENSG00000277739","rRNA","LOC124907118","124907118"
"ENSG00000277739","rRNA","LOC124907119","124907119"
"ENSG00000277739","rRNA","LOC124907120","124907120"
"ENSG00000277739","rRNA","LOC124907121","124907121"
"ENSG00000277739","rRNA","LOC124907122","124907122"
"ENSG00000277739","rRNA","LOC124907123","124907123"
"ENSG00000277739","rRNA","LOC124907124","124907124"
"ENSG00000277739","rRNA","LOC124907125","124907125"
"ENSG00000277739","rRNA","LOC124907126","124907126"
"ENSG00000277739","rRNA","LOC124907127","124907127"
"ENSG00000277739","rRNA","LOC124907128","124907128"
"ENSG00000277739","rRNA","LOC124907129","124907129"
"ENSG00000277739","rRNA","LOC124907130","124907130"
"ENSG00000277739","rRNA","LOC124907131","124907131"
"ENSG00000277739","rRNA","LOC124907132","124907132"
"ENSG00000277739","rRNA","LOC124907133","124907133"
"ENSG00000277739","rRNA","LOC124907134","124907134"
"ENSG00000277739","rRNA","LOC124907135","124907135"
"ENSG00000277739","rRNA","LOC124907136","124907136"
"ENSG00000277739","rRNA","LOC124907137","124907137"
"ENSG00000277739","rRNA","LOC124907138","124907138"
"ENSG00000277739","rRNA","LOC124907139","124907139"
"ENSG00000277739","rRNA","LOC124907140","124907140"
"ENSG00000277739","rRNA","LOC124907141","124907141"
"ENSG00000277739","rRNA","LOC124907142","124907142"
"ENSG00000277739","rRNA","LOC124907143","124907143"
"ENSG00000277739","rRNA","LOC124907144","124907144"
"ENSG00000277739","rRNA","LOC124907145","124907145"
"ENSG00000277739","rRNA","LOC124907146","124907146"
"ENSG00000277739","rRNA","LOC124907147","124907147"
"ENSG00000277739","rRNA","LOC124907148","124907148"
"ENSG00000277739","rRNA","LOC124907149","124907149"
"ENSG00000277739","rRNA","LOC124907150","124907150"
"ENSG00000277739","rRNA","LOC124907151","124907151"
"ENSG00000277739","rRNA","LOC124907152","124907152"
"ENSG00000277739","rRNA","LOC124907153","124907153"
"ENSG00000277739","rRNA","LOC124907154","124907154"
"ENSG00000277739","rRNA","LOC124907155","124907155"
"ENSG00000277739","rRNA","LOC124907160","124907160"
"ENSG00000277739","rRNA","LOC124907172","124907172"
"ENSG00000277739","rRNA","LOC124907183","124907183"
"ENSG00000277739","rRNA","LOC124907194","124907194"
"ENSG00000277739","rRNA","LOC124907205","124907205"
"ENSG00000277739","rRNA","LOC124907216","124907216"
"ENSG00000277739","rRNA","LOC124907227","124907227"
"ENSG00000277739","rRNA","LOC124907238","124907238"
"ENSG00000277739","rRNA","LOC124907248","124907248"
"ENSG00000277739","rRNA","LOC124907258","124907258"
"ENSG00000277739","rRNA","LOC124907269","124907269"
"ENSG00000277739","rRNA","LOC124907280","124907280"
"ENSG00000277739","rRNA","LOC124907291","124907291"
"ENSG00000277739","rRNA","LOC124907302","124907302"
"ENSG00000277739","rRNA","LOC124907313","124907313"
"ENSG00000277739","rRNA","LOC124907324","124907324"
"ENSG00000277739","rRNA","LOC124907327","124907327"
"ENSG00000277739","rRNA","LOC124907328","124907328"
"ENSG00000277739","rRNA","LOC124907329","124907329"
"ENSG00000277739","rRNA","LOC124907330","124907330"
"ENSG00000277739","rRNA","LOC124907331","124907331"
"ENSG00000277739","rRNA","LOC124907332","124907332"
"ENSG00000277739","rRNA","LOC124907333","124907333"
"ENSG00000277739","rRNA","LOC124907334","124907334"
"ENSG00000277739","rRNA","LOC124907335","124907335"
"ENSG00000277739","rRNA","LOC124907336","124907336"
"ENSG00000277739","rRNA","LOC124907337","124907337"
"ENSG00000277739","rRNA","LOC124907338","124907338"
"ENSG00000277739","rRNA","LOC124907339","124907339"
"ENSG00000277739","rRNA","LOC124907340","124907340"
"ENSG00000277739","rRNA","LOC124907341","124907341"
"ENSG00000277739","rRNA","LOC124907342","124907342"
"ENSG00000277739","rRNA","LOC124907343","124907343"
"ENSG00000277739","rRNA","LOC124907439","124907439"
"ENSG00000277739","rRNA","LOC124907440","124907440"
"ENSG00000277739","rRNA","LOC124907450","124907450"
"ENSG00000277739","rRNA","LOC124907458","124907458"
"ENSG00000277739","rRNA","LOC124907467","124907467"
"ENSG00000277739","rRNA","LOC124907475","124907475"
"ENSG00000277739","rRNA","LOC124907476","124907476"
"ENSG00000277739","rRNA","LOC124907477","124907477"
"ENSG00000277739","rRNA","LOC124907478","124907478"
"ENSG00000277739","rRNA","LOC124907479","124907479"
"ENSG00000277739","rRNA","LOC124907480","124907480"
"ENSG00000277739","rRNA","LOC124907481","124907481"
"ENSG00000277739","rRNA","LOC124907482","124907482"
"ENSG00000277739","rRNA","LOC124907483","124907483"
"ENSG00000277739","rRNA","LOC124907484","124907484"
"ENSG00000277739","rRNA","LOC124907572","124907572"
"ENSG00000277739","rRNA","LOC124907573","124907573"
"ENSG00000277739","rRNA","LOC124907574","124907574"
"ENSG00000277739","rRNA","LOC124907575","124907575"
"ENSG00000277739","rRNA","LOC124907576","124907576"
"ENSG00000277739","rRNA","LOC124907577","124907577"
"ENSG00000277739","rRNA","LOC124907578","124907578"
"ENSG00000277739","rRNA","LOC124907579","124907579"
"ENSG00000277739","rRNA","LOC124907580","124907580"
"ENSG00000277739","rRNA","LOC124907581","124907581"
"ENSG00000277739","rRNA","LOC124907584","124907584"
"ENSG00000277739","rRNA","LOC124907585","124907585"
"ENSG00000277739","rRNA","LOC124907586","124907586"
"ENSG00000277739","rRNA","LOC124907587","124907587"
"ENSG00000277739","rRNA","LOC124907588","124907588"
"ENSG00000277739","rRNA","LOC124907589","124907589"
"ENSG00000277739","rRNA","LOC124907590","124907590"
"ENSG00000277739","rRNA","LOC124907591","124907591"
"ENSG00000277739","rRNA","LOC124907592","124907592"
"ENSG00000277739","rRNA","LOC124907593","124907593"
"ENSG00000277739","rRNA","LOC124907594","124907594"
"ENSG00000277739","rRNA","LOC124907595","124907595"
"ENSG00000277739","rRNA","LOC124907596","124907596"
"ENSG00000277739","rRNA","LOC124907597","124907597"
"ENSG00000277739","rRNA","LOC124907598","124907598"
"ENSG00000277739","rRNA","LOC124907600","124907600"
"ENSG00000277739","rRNA","LOC124907611","124907611"
"ENSG00000277739","rRNA","LOC124907622","124907622"
"ENSG00000277739","rRNA","LOC124907633","124907633"
"ENSG00000277739","rRNA","LOC124907644","124907644"
"ENSG00000277739","rRNA","LOC124907655","124907655"
"ENSG00000277739","rRNA","LOC124907662","124907662"
"ENSG00000277739","rRNA","LOC124907673","124907673"
"ENSG00000277739","rRNA","LOC124907684","124907684"
"ENSG00000277739","rRNA","LOC124907694","124907694"
"ENSG00000277739","rRNA","LOC124907705","124907705"
"ENSG00000277739","rRNA","LOC124907709","124907709"
"ENSG00000277739","rRNA","LOC124907710","124907710"
"ENSG00000277739","rRNA","LOC124907711","124907711"
"ENSG00000277739","rRNA","LOC124907712","124907712"
"ENSG00000277739","rRNA","LOC124907713","124907713"
"ENSG00000277739","rRNA","LOC124907714","124907714"
"ENSG00000277739","rRNA","LOC124907715","124907715"
"ENSG00000277739","rRNA","LOC124907716","124907716"
"ENSG00000277739","rRNA","LOC124907717","124907717"
"ENSG00000277739","rRNA","LOC124907718","124907718"
"ENSG00000277739","rRNA","LOC124907719","124907719"
"ENSG00000277739","rRNA","LOC124907720","124907720"
"ENSG00000277739","rRNA","LOC124907721","124907721"
"ENSG00000277739","rRNA","LOC124908237","124908237"
"ENSG00000277739","rRNA","LOC124908238","124908238"
"ENSG00000277739","rRNA","LOC124908239","124908239"
"ENSG00000277739","rRNA","LOC124908240","124908240"
"ENSG00000277739","rRNA","LOC124908241","124908241"
"ENSG00000277739","rRNA","LOC124908242","124908242"
"ENSG00000277739","rRNA","LOC124908243","124908243"
"ENSG00000277739","rRNA","LOC124908244","124908244"
"ENSG00000277739","rRNA","LOC124908245","124908245"
"ENSG00000277739","rRNA","LOC124908246","124908246"
"ENSG00000277739","rRNA","LOC124908247","124908247"
"ENSG00000277739","rRNA","LOC124908248","124908248"
"ENSG00000277739","rRNA","LOC124908249","124908249"
"ENSG00000277739","rRNA","LOC124908257","124908257"
"ENSG00000277739","rRNA","LOC124908268","124908268"
"ENSG00000277739","rRNA","LOC124908278","124908278"
"ENSG00000277739","rRNA","LOC124908289","124908289"
"ENSG00000277739","rRNA","LOC124908300","124908300"
"ENSG00000277739","rRNA","LOC124908310","124908310"
"ENSG00000277739","rRNA","LOC124908316","124908316"
"ENSG00000277739","rRNA","LOC124908327","124908327"
"ENSG00000277739","rRNA","LOC124908336","124908336"
"ENSG00000277739","rRNA","LOC124908347","124908347"
"ENSG00000277739","rRNA","LOC124908358","124908358"
"ENSG00000277739","rRNA","LOC124908368","124908368"
"ENSG00000277739","rRNA","LOC124908369","124908369"
"ENSG00000277739","rRNA","LOC124908370","124908370"
"ENSG00000277739","rRNA","LOC124908371","124908371"
"ENSG00000277739","rRNA","LOC124908372","124908372"
"ENSG00000277739","rRNA","LOC124908373","124908373"
"ENSG00000277739","rRNA","LOC124908374","124908374"
"ENSG00000277739","rRNA","LOC124908375","124908375"
"ENSG00000277739","rRNA","LOC124908376","124908376"
"ENSG00000277739","rRNA","LOC124908377","124908377"
"ENSG00000277739","rRNA","LOC124908378","124908378"
"ENSG00000277739","rRNA","LOC124908379","124908379"
"ENSG00000277739","rRNA","LOC124908380","124908380"
"ENSG00000277739","rRNA","LOC124908381","124908381"
"ENSG00000277739","rRNA","LOC124908382","124908382"
"ENSG00000277739","rRNA","LOC124908383","124908383"
"ENSG00000277739","rRNA","LOC124908384","124908384"
"ENSG00000277739","rRNA","LOC124908385","124908385"
"ENSG00000277739","rRNA","LOC124908386","124908386"
"ENSG00000277739","rRNA","LOC124908387","124908387"
"ENSG00000277739","rRNA","LOC124908388","124908388"
"ENSG00000277739","rRNA","LOC124908389","124908389"
"ENSG00000277739","rRNA","LOC124908390","124908390"
"ENSG00000277739","rRNA","LOC124908391","124908391"
"ENSG00000277739","rRNA","LOC124908392","124908392"
"ENSG00000277739","rRNA","LOC124908393","124908393"
"ENSG00000277739","rRNA","LOC124908474","124908474"
"ENSG00000277739","rRNA","LOC124908494","124908494"
"ENSG00000277739","rRNA","LOC124908504","124908504"
"ENSG00000277739","rRNA","LOC124908512","124908512"
"ENSG00000277739","rRNA","LOC124908513","124908513"
"ENSG00000277739","rRNA","LOC124908514","124908514"
"ENSG00000277739","rRNA","LOC124908515","124908515"
"ENSG00000277739","rRNA","LOC124908516","124908516"
"ENSG00000277739","rRNA","LOC124908517","124908517"
"ENSG00000277739","rRNA","LOC124908518","124908518"
"ENSG00000277739","rRNA","LOC124908519","124908519"
"ENSG00000277739","rRNA","LOC124908520","124908520"
"ENSG00000277739","rRNA","LOC124908521","124908521"
"ENSG00000277739","rRNA","LOC124908522","124908522"
"ENSG00000277739","rRNA","LOC124908523","124908523"
"ENSG00000277739","rRNA","LOC124908524","124908524"
"ENSG00000277739","rRNA","LOC124908525","124908525"
"ENSG00000277739","rRNA","LOC124908527","124908527"
"ENSG00000265590","protein-coding","CFAP298-TCP10L","110091775"
"ENSG00000250719","protein-coding","P3R3URF","110117498"
"ENSG00000278139","protein-coding","P3R3URF-PIK3R3","110117499"
"ENSG00000267761","ncRNA","MIR4527HG","110175910"
"ENSG00000250103","ncRNA","PANCR","110231149"
"ENSG00000243554","pseudo","CCZ1P1","110440226"
"ENSG00000283274","pseudo","RNA5-8SP","110467518"
"ENSG00000276871","pseudo","LOC110467520","110467520"
"ENSG00000283568","pseudo","LOC110467521","110467521"
"ENSG00000283291","pseudo","LOC110467522","110467522"
"ENSG00000275877","pseudo","LOC110467523","110467523"
"ENSG00000250641","protein-coding","LY6G6F-LY6G6D","110599563"
"ENSG00000258635","protein-coding","LY6G6F-LY6G6D","110599563"
"ENSG00000259101","protein-coding","LY6G6F-LY6G6D","110599563"
"ENSG00000258880","protein-coding","LY6G6F-LY6G6D","110599563"
"ENSG00000284753","protein-coding","EEF1AKMT4","110599564"
"ENSG00000284917","protein-coding","EEF1AKMT4-ECE2","110599583"
"ENSG00000286053","protein-coding","ASDURF","110599588"
"ENSG00000290939","pseudo","DEFB109F","110806268"
"ENSG00000293368","pseudo","DEFB131E","110806269"
"ENSG00000290736","pseudo","DEFB130C","110806270"
"ENSG00000280594","ncRNA","BTG3-AS1","110806272"
"ENSG00000281317","ncRNA","BTG3-AS1","110806272"
"ENSG00000242082","ncRNA","SLC5A4-AS1","110806273"
"ENSG00000277531","protein-coding","PNMA8C","110806277"
"ENSG00000283227","protein-coding","SPRR5","110806278"
"ENSG00000262543","protein-coding","SMIM28","110806279"
"ENSG00000269720","protein-coding","CCDC194","110806280"
"ENSG00000283428","protein-coding","CCDC195","110806281"
"ENSG00000232530","ncRNA","LIF-AS1","110806283"
"ENSG00000224034","ncRNA","LINC02561","110806285"
"ENSG00000237552","ncRNA","LINC02567","110806286"
"ENSG00000283683","protein-coding","MYOCOS","110806290"
"ENSG00000201142","pseudo","RNU1-151P","110806291"
"ENSG00000232773","pseudo","DEFB130D","110806292"
"ENSG00000282872","protein-coding","C1orf232","110806296"
"ENSG00000283329","protein-coding","FAM240B","110806297"
"ENSG00000267221","protein-coding","C17orf113","110806298"
"ENSG00000283644","protein-coding","ETDC","110806299"
"ENSG00000242902","ncRNA","FLNC-AS1","110806300"
"ENSG00000268307","ncRNA","LINC02560","110806301"
"ENSG00000224459","ncRNA","SLC25A34-AS1","110806303"
"ENSG00000286096","ncRNA","GPC3-AS1","110806308"
"ENSG00000224468","ncRNA","LAMC1-AS1","110841583"
"ENSG00000283434","protein-coding","CSNK2A2IP","111064647"
"ENSG00000283288","protein-coding","SMIM33","111064649"
"ENSG00000288274","protein-coding","SMIM33","111064649"
"ENSG00000283567","protein-coding","C19orf85","111064650"
"ENSG00000236872","pseudo","PPIAP36","111082961"
"ENSG00000233477","pseudo","PPIAP38","111082962"
"ENSG00000230018","pseudo","PPIAP39","111082963"
"ENSG00000258118","pseudo","PPIAP44","111082964"
"ENSG00000270606","pseudo","PPIAP52","111082965"
"ENSG00000231570","pseudo","PPIAP63","111082966"
"ENSG00000213739","pseudo","PPIAP68","111082967"
"ENSG00000271131","pseudo","PPIAP75","111082968"
"ENSG00000242978","pseudo","PPIAP83","111082969"
"ENSG00000213873","pseudo","PPIAP86","111082970"
"ENSG00000227350","pseudo","PPIAP88","111082971"
"ENSG00000228728","pseudo","PPIAP91","111082972"
"ENSG00000260471","pseudo","PPIAP49","111082973"
"ENSG00000261330","pseudo","PPIAP50","111082974"
"ENSG00000226003","pseudo","PPIAP37","111082976"
"ENSG00000254463","pseudo","PPIAP41","111082977"
"ENSG00000260187","pseudo","PPIAP48","111082978"
"ENSG00000266809","pseudo","PPIAP57","111082979"
"ENSG00000233428","pseudo","PPIAP65","111082980"
"ENSG00000237260","pseudo","PPIAP67","111082981"
"ENSG00000228337","pseudo","PPIAP69","111082982"
"ENSG00000250484","pseudo","PPIAP76","111082983"
"ENSG00000254152","pseudo","PPIAP84","111082984"
"ENSG00000234557","pseudo","PPIAP90","111082985"
"ENSG00000232661","ncRNA","CFTR-AS1","111082987"
"ENSG00000254120","ncRNA","LINC02155","111082988"
"ENSG00000250635","ncRNA","CXXC5-AS1","111082989"
"ENSG00000249362","ncRNA","LINC02488","111082994"
"ENSG00000284505","protein-coding","LYNX1-SLURP2","111188157"
"ENSG00000232192","ncRNA","KIF26B-AS1","111216275"
"ENSG00000283758","protein-coding","PMIS2","111216276"
"ENSG00000283268","protein-coding","TEX54","111216277"
"ENSG00000283542","pseudo","OASL2P","111216278"
"ENSG00000228742","ncRNA","LINC02577","111216280"
"ENSG00000233975","ncRNA","LINC02574","111216282"
"ENSG00000234779","ncRNA","BNC2-AS1","111216284"
"ENSG00000242364","pseudo","PRDX5P1","111501764"
"ENSG00000234106","pseudo","SRP14P2","111644132"
"ENSG00000284491","protein-coding","THSD8","111644133"
"ENSG00000212595","pseudo","RNA5SP525","111644134"
"ENSG00000274663","pseudo","RNA5SP526","111644135"
"ENSG00000276442","pseudo","RNA5SP529","111644136"
"ENSG00000277418","pseudo","RNA5SP531","111644137"
"ENSG00000252830","pseudo","RNA5SP533","111644138"
"ENSG00000274097","pseudo","RNA5SP535","111644139"
"ENSG00000235183","pseudo","SRP14P3","111644142"
"ENSG00000201285","pseudo","RNA5SP524","111644143"
"ENSG00000274759","pseudo","RNA5SP527","111644144"
"ENSG00000275305","pseudo","RNA5SP528","111644145"
"ENSG00000274408","pseudo","RNA5SP536","111644146"
"ENSG00000268062","pseudo","SRP14P4","111644147"
"ENSG00000283426","pseudo","SMBD1P","111674481"
"ENSG00000284730","protein-coding","TMDD1","112163659"
"ENSG00000283879","pseudo","MTND6P35","112163686"
"ENSG00000279688","ncRNA","LOC112267859","112267859"
"ENSG00000228549","ncRNA","LINC03126","112267871"
"ENSG00000291400","ncRNA","LINC03126","112267871"
"ENSG00000288650","protein-coding","LOC112267881","112267881"
"ENSG00000237378","protein-coding","LOC112267897","112267897"
"ENSG00000249944","pseudo","LOC112267949","112267949"
"ENSG00000285492","protein-coding","LOC112267968","112267968"
"ENSG00000186328","pseudo","ATP6V1FP1","112267975"
"ENSG00000216516","pseudo","LOC112267977","112267977"
"ENSG00000259826","ncRNA","CDK13-DT","112267983"
"ENSG00000287672","ncRNA","LOC112267986","112267986"
"ENSG00000267259","protein-coding","LOC112267992","112267992"
"ENSG00000254492","pseudo","LOC112268018","112268018"
"ENSG00000228373","pseudo","LOC112268032","112268032"
"ENSG00000287187","ncRNA","LOC112268039","112268039"
"ENSG00000286683","ncRNA","LOC112268065","112268065"
"ENSG00000293242","ncRNA","LOC112268073","112268073"
"ENSG00000256092","ncRNA","SBNO1-AS1","112268105"
"ENSG00000290704","pseudo","LOC112268117","112268117"
"ENSG00000258738","ncRNA","BAZ1A-AS1","112268124"
"ENSG00000259509","pseudo","LOC112268162","112268162"
"ENSG00000284484","protein-coding","CPHXL2","112268164"
"ENSG00000286894","ncRNA","LOC112268165","112268165"
"ENSG00000261398","ncRNA","LOC112268173","112268173"
"ENSG00000261090","ncRNA","LOC112268176","112268176"
"ENSG00000263766","ncRNA","KPNB1-DT","112268184"
"ENSG00000279801","ncRNA","LOC112268198","112268198"
"ENSG00000285095","ncRNA","LOC112268208","112268208"
"ENSG00000285594","ncRNA","LINC02856","112268216"
"ENSG00000287103","ncRNA","LOC112268234","112268234"
"ENSG00000288880","ncRNA","LOC112268239","112268239"
"ENSG00000269696","protein-coding","ZNF470-DT","112268241"
"ENSG00000267549","ncRNA","ZSCAN5A-AS1","112268243"
"ENSG00000268858","ncRNA","LOC112268269","112268269"
"ENSG00000229588","ncRNA","LOC112268276","112268276"
"ENSG00000225528","protein-coding","TMA7B","112268293"
"ENSG00000292415","protein-coding","LOC112268347","112268347"
"ENSG00000283902","protein-coding","LOC112268354","112268354"
"ENSG00000284301","protein-coding","LOC112268355","112268355"
"ENSG00000285154","protein-coding","LOC112268384","112268384"
"ENSG00000292320","protein-coding","LOC112268390","112268390"
"ENSG00000285423","ncRNA","LOC112268404","112268404"
"ENSG00000253887","ncRNA","LOC112268404","112268404"
"ENSG00000266988","ncRNA","LOC112268408","112268408"
"ENSG00000284955","ncRNA","LOC112268408","112268408"
"ENSG00000223977","pseudo","LOC112268410","112268410"
"ENSG00000236106","ncRNA","LOC112268411","112268411"
"ENSG00000286244","ncRNA","LOC112268419","112268419"
"ENSG00000286821","ncRNA","LOC112268472","112268472"
"ENSG00000249351","pseudo","LOC112268475","112268475"
"ENSG00000270445","pseudo","COPS5P2","112268476"
"ENSG00000276647","pseudo","KRTAP12-5P","112268487"
"ENSG00000271097","pseudo","DBF4P3","112272612"
"ENSG00000274259","ncRNA","SYNGAP1-AS1","112390310"
"ENSG00000293387","pseudo","PFN5P","112422909"
"ENSG00000284138","pseudo","ATP6V0CP4","112436690"
"ENSG00000277049","pseudo","RNA5SP530","112436692"
"ENSG00000273238","protein-coding","TMEM271","112441426"
"ENSG00000284629","protein-coding","SCYGR1","112441428"
"ENSG00000284704","protein-coding","SCYGR3","112441429"
"ENSG00000284631","protein-coding","SCYGR4","112441430"
"ENSG00000284725","protein-coding","SCYGR6","112441431"
"ENSG00000284635","protein-coding","SCYGR8","112441432"
"ENSG00000267391","ncRNA","MIR122HG","112441433"
